item,zone,mean_RT,word,n_subjects,story_id,word_id,freq_token,word_freq,word_length,log_freq,gpt3_logprob,gpt3_surprisal,word_lower,is_function,word_type
1,26,457.3452380952381,It,84,1,26,It,278516683,2,8.444851214295534,-2.382724,3.437544098607115,it,True,Function
1,27,399.9285714285714,is,84,1,27,is,1780724214,2,9.250596664206505,-0.36039144,0.5199349432668324,is,True,Function
1,28,325.2470588235294,in,85,1,28,in,3271087682,2,9.514692185610274,-3.308354,4.772945909305166,in,True,Function
1,29,318.2674418604651,this,86,1,29,this,599554050,4,8.777828340993896,-0.41991496,0.6058092303870874,this,True,Function
1,30,341.2235294117648,valley,85,1,30,valley,4303289,6,6.633800513382263,-0.41015065,0.591722308772385,valley,False,Content
1,31,375.8,where,85,1,31,where,136128991,5,8.133950625501162,-3.4545155,4.983812380524058,where,True,Function
1,32,363.1294117647059,you,85,1,32,you,578117187,3,8.762015880823492,-1.2527324,1.8073108210409292,you,True,Function
1,33,365.4367816091954,would,87,1,33,would,319551796,5,8.504541262788026,-0.6420486,0.9262803312297017,would,True,Function
1,34,323.5581395348837,find,86,1,34,find,59792457,4,7.776646399876377,-0.18053122,0.26045149581963445,find,False,Content
1,35,305.32941176470587,the,85,1,35,the,9819942513,3,9.992108945387768,-1.1321298,1.633318048102614,the,True,Function
1,36,355.85714285714283,city,84,1,36,city,32761553,4,7.515364480492056,-3.2553623,4.6964950465068895,city,False,Content
1,37,320.2988505747126,of,87,1,37,of,6162371881,2,9.789747903165104,-0.055081666,0.07946604638210222,of,True,Function
1,38,418.4367816091954,"Bradford,",87,1,38,Bradford,737565,9,5.86780029976532,-4.5997050999999995,6.635971737321673,"bradford,",False,Content
1,39,440.5764705882353,where,85,1,39,where,136128991,5,8.133950625501162,-2.8921716,4.1725216247198995,where,True,Function
1,40,377.3095238095238,once,84,1,40,once,44407851,4,7.647459757154232,-4.727479,6.820310509206716,once,False,Content
1,41,353.95402298850576,a,87,1,41,a,3213754375,1,9.507012680872096,-1.9890962,2.869659223591082,a,True,Function
1,42,397.41379310344826,thousand,87,1,42,thousand,12131335,8,7.083908595691872,-6.732598,9.713085746898955,thousand,False,Content
1,43,455.13953488372096,spinning,86,1,43,spinning,1400425,8,6.1462598550672425,-6.4690866,9.332919156901244,spinning,False,Content
1,44,459.0238095238095,jennies,84,1,44,jennies,4296,7,3.6330642726914992,-5.684865833,8.201527745388207,jennies,False,Content
1,45,539.3176470588236,that,85,1,45,that,1746480437,4,9.24216372530116,-6.765771,9.760944269490363,that,True,Function
1,46,538.5348837209302,hummed,86,1,46,hummed,184482,6,5.26595399823475,-2.412922956,3.4811119826683385,hummed,False,Content
1,47,432.3139534883721,and,86,1,47,and,4873010095,3,9.687797311073115,-1.637314,2.3621447881780724,and,True,Function
1,48,407.40697674418607,clattered,86,1,48,clattered,121477,9,5.084494058027808,-3.5446850999999997,5.113899615282999,clattered,False,Content
1,49,414.8117647058824,spun,85,1,49,spun,1103549,4,6.042791621554907,-6.0072727,8.666662533557654,spun,False,Content
1,50,453.9647058823529,wool,85,1,50,wool,1729913,4,6.238024262336883,-2.3793252,3.4326406667021407,wool,False,Content
1,51,426.8720930232558,into,86,1,51,into,254637739,4,8.40592276940739,-1.1374736,1.6410275218621166,into,True,Function
1,52,392.5595238095238,money,84,1,52,money,37145420,5,7.569905273242022,-8.601038,12.40867486909753,money,False,Content
1,53,384.2068965517241,for,87,1,53,for,1388290219,3,9.14248026391068,-1.6612694,2.3967051249605835,for,True,Function
1,54,385.4712643678161,the,87,1,54,the,9819942513,3,9.992108945387768,-0.40576613,0.5853967835117064,the,True,Function
1,55,462.6470588235294,long-bearded,85,1,55,long - bearded,3517,12,3.5461723683169426,-13.878539174,20.02249964111301,long-bearded,False,Content
1,56,441.1976744186047,mill,86,1,56,mill,2322536,4,6.36596245441172,-2.1820593,3.148046131035643,mill,False,Content
1,57,476.8690476190476,owners.,84,1,57,owners,5647846,7,6.751882846283473,-1.3981413,2.0170915199720487,owners.,False,Content
1,58,480.5862068965517,That,87,1,58,That,61071875,4,7.7858412537055965,-4.6732316,6.742048054245596,that,True,Function
1,59,415.6896551724138,all,87,1,59,all,374139462,3,8.573033517406971,-5.40901,7.803551903118812,all,True,Function
1,60,439.0114942528736,mill,87,1,60,mill,2322536,4,6.36596245441172,-11.549606,16.662559300421417,mill,False,Content
1,61,429.5287356321839,owners,87,1,61,owners,5647846,6,6.751882846283473,-2.1566954,3.111453758288039,owners,False,Content
1,62,381.5287356321839,were,87,1,62,were,457504590,4,8.660395455564592,-0.88897866,1.282525104238116,were,True,Function
1,63,387.1976744186047,generally,86,1,63,generally,25469457,9,7.406019686054409,-9.504372,13.711910351163919,generally,False,Content
1,64,378.5402298850575,busy,87,1,64,busy,5424151,4,6.734331771116005,-10.016969,14.45143150103848,busy,False,Content
1,65,369.5119047619048,as,84,1,65,as,1139819594,2,9.056836118415085,-6.7542176,9.744276236604955,as,True,Function
1,66,388.72093023255815,beavers,86,1,66,beavers,102268,7,5.009739762769156,-1.3745150455,1.983006039770118,beavers,False,Content
1,67,359.7906976744186,and,86,1,67,and,4873010095,3,9.687797311073115,-2.3986192,3.460476024821053,and,True,Function
1,68,362.5057471264368,quite,87,1,68,quite,32424104,5,7.510867983731221,-4.781084,6.897646176873569,quite,True,Function
1,69,385.735632183908,pleased,87,1,69,pleased,4509512,7,6.654129546939127,-6.8128047,9.828799555235022,pleased,False,Content
1,70,343.93023255813955,with,86,1,70,with,1110064802,4,9.0453483322367,-0.27824628,0.401424528301802,with,True,Function
1,71,370.3793103448276,themselves,87,1,71,themselves,41765392,10,7.620816561945348,-0.3104097,0.4478265348338309,themselves,True,Function
1,72,371.4705882352941,for,85,1,72,for,1388290219,3,9.14248026391068,-3.1756952,4.581559716414885,for,True,Function
1,73,349.0581395348837,being,86,1,73,being,117515747,5,8.070096065560838,-2.0131104,2.9043043908419977,being,True,Function
1,74,339.4651162790698,so,86,1,74,so,252284174,2,8.401890007711213,-0.5136928,0.7411020551003661,so,True,Function
1,75,345.9647058823529,successful,85,1,75,successful,15958427,10,7.20299008132002,-3.2358975,4.668413276074995,successful,False,Content
1,76,380.4767441860465,and,86,1,76,and,4873010095,3,9.687797311073115,-3.0346491,4.378073207408156,and,True,Function
1,77,362.9529411764706,well,85,1,77,well,134592416,4,8.129020588995349,-4.3244815,6.238908014466066,well,True,Function
1,78,361.2738095238095,off,84,1,78,off,72362056,3,7.85951089783357,-2.7975276,4.035979195270004,off,True,Function
1,79,357.0919540229885,was,87,1,79,was,1140172617,3,9.056970606543045,-2.5540993,3.684786394047973,was,True,Function
1,80,353.41379310344826,known,87,1,80,known,48608768,5,7.686714613924117,-6.7863874,9.790687447531345,known,False,Content
1,81,357.0232558139535,to,86,1,81,to,4223327232,2,9.62565473275005,-0.79167247,1.1421419464773166,to,True,Function
1,82,344.45348837209303,the,86,1,82,the,9819942513,3,9.992108945387768,-2.0912886,3.017091692287623,the,True,Function
1,83,381.80232558139534,residents,86,1,83,residents,5484982,9,6.739175206694048,-5.0201755,7.242582298242272,residents,False,Content
1,84,365.5,of,86,1,84,of,6162371881,2,9.789747903165104,-0.15521972,0.22393472029217346,of,True,Function
1,85,388.9651162790698,"Bradford,",86,1,85,Bradford,737565,9,5.86780029976532,-1.43178852,2.0656341974057484,"bradford,",False,Content
1,86,399.6117647058824,and,85,1,86,and,4873010095,3,9.687797311073115,-1.8404466,2.6552031828409537,and,True,Function
1,87,367.6309523809524,if,84,1,87,if,232130093,2,8.365731445396332,-4.4869914,6.473360241291427,if,True,Function
1,88,328.6860465116279,you,86,1,88,you,578117187,3,8.762015880823492,-1.993797,2.876441044439293,you,True,Function
1,89,329.86206896551727,were,87,1,89,were,457504590,4,8.660395455564592,-0.8670872,1.2509424034582968,were,True,Function
1,90,331.6046511627907,to,86,1,90,to,4223327232,2,9.62565473275005,-0.27830282,0.40150609827941386,to,True,Function
1,91,315.4186046511628,go,86,1,91,go,74237337,2,7.870622384722818,-2.9222713,4.215946312642144,go,False,Content
1,92,344.7931034482759,into,87,1,92,into,254637739,4,8.40592276940739,-2.0457335,2.951369575430422,into,True,Function
1,93,332.2823529411765,the,85,1,93,the,9819942513,3,9.992108945387768,-1.007071,1.4528963375230894,the,True,Function
1,94,326.1294117647059,city,85,1,94,city,32761553,4,7.515364480492056,-1.6366253,2.361151204103412,city,False,Content
1,95,319.5833333333333,to,84,1,95,to,4223327232,2,9.62565473275005,-3.523762,5.0837139626729755,to,True,Function
1,96,319.0813953488372,visit,86,1,96,visit,13227667,5,7.121483253229658,-2.4861782,3.5867969599062492,visit,False,Content
1,97,330.9186046511628,the,86,1,97,the,9819942513,3,9.992108945387768,-1.060179,1.5295149857546204,the,True,Function
1,98,370.7325581395349,stately,86,1,98,stately,511561,7,5.708897427654913,-7.94674967,11.464736340095007,stately,False,Content
1,99,393.6976744186047,City,86,1,99,City,18069959,4,7.256957167165583,-4.435576,6.399183498686106,city,False,Content
1,100,385.6279069767442,"Hall,",86,1,100,Hall,8981738,5,6.953360382410751,-0.727133195,1.0490314544922477,"hall,",False,Content
1,101,395.3908045977012,you,87,1,101,you,578117187,3,8.762015880823492,-0.6622272,0.9553918973817838,you,True,Function
1,102,334.367816091954,would,87,1,102,would,319551796,5,8.504541262788026,-0.31089777,0.4485306710024376,would,True,Function
1,103,327.7931034482759,see,87,1,103,see,158936043,3,8.201222396269541,-1.2985214,1.8733703842681941,see,False,Content
1,104,333.4418604651163,there,86,1,104,there,243799443,5,8.38703270906619,-4.3447423,6.268138170150509,there,True,Function
1,105,341.1162790697674,the,86,1,105,the,9819942513,3,9.992108945387768,-1.6924564,2.441698455200788,the,True,Function
1,106,391.2298850574713,Crest,87,1,106,Crest,154346,5,5.188495378875208,-11.374884,16.410488737487217,crest,False,Content
1,107,381.2441860465116,of,86,1,107,of,6162371881,2,9.789747903165104,-0.11962751,0.17258601543089488,of,True,Function
1,108,333.6385542168675,the,83,1,108,the,9819942513,3,9.992108945387768,-0.52749014,0.7610074090958251,the,True,Function
1,109,341.7142857142857,City,84,1,109,City,18069959,4,7.256957167165583,-1.0529305,1.5190576107507368,city,False,Content
1,110,353.95348837209303,of,86,1,110,of,6162371881,2,9.789747903165104,-0.6234193,0.899403932504469,of,True,Function
1,111,357.91764705882355,"Bradford,",85,1,111,Bradford,737565,9,5.86780029976532,-1.0035195083,1.4477726180597408,"bradford,",False,Content
1,112,387.5882352941176,which,85,1,112,which,508000647,5,8.705864265410595,-0.73898506,1.066130081353033,which,True,Function
1,113,374.15294117647056,those,85,1,113,those,131352362,5,8.118437886747845,-10.767758,15.534591068092464,those,True,Function
1,114,356.63529411764705,same,85,1,114,same,119751381,4,8.078280530497635,-3.0971537,4.468248283860905,same,False,Content
1,115,394.0919540229885,mill,87,1,115,mill,2322536,4,6.36596245441172,-0.73167366,1.0555819608310775,mill,False,Content
1,116,350.5,owners,86,1,116,owners,5647846,6,6.751882846283473,-0.053186387,0.07673173676770123,owners,False,Content
1,117,380.0581395348837,created,86,1,117,created,22166125,7,7.345689777994632,-6.0825076,8.77520355068943,created,False,Content
1,118,360.8372093023256,to,86,1,118,to,4223327232,2,9.62565473275005,-2.347783,3.3871348911834134,to,True,Function
1,119,371.52941176470586,celebrate,85,1,119,celebrate,1801842,9,6.255716705879134,-2.5986235,3.7490212365875215,celebrate,False,Content
1,120,342.9529411764706,their,85,1,120,their,438887121,5,8.642352836801459,-0.42425227,0.6120666460148856,their,True,Function
1,121,400.2619047619048,achievements.,84,1,121,achievements,2219623,13,6.346279216377004,-3.85775917,5.565570023502924,achievements.,False,Content
1,122,419.1860465116279,It,86,1,122,It,278516683,2,8.444851214295534,-1.7530074,2.5290550826216553,it,True,Function
1,123,388.6206896551725,shows,87,1,123,shows,27219973,5,7.434887690082715,-2.0062137,2.8943545559534987,shows,False,Content
1,124,338.9080459770115,a,87,1,124,a,3213754375,1,9.507012680872096,-0.5176428,0.7468007005118775,a,True,Function
1,125,380.2906976744186,sinister,86,1,125,sinister,695295,8,5.842169106301742,-11.041327,15.929267707733418,sinister,False,Content
1,126,426.8837209302326,looking,86,1,126,looking,26020896,7,7.415322246920269,-2.3290043,3.3600429538190713,looking,False,Content
1,127,407.5176470588235,boar's,85,1,127,boar 's,21230,6,4.326949994165998,-10.382987055,14.979483933862802,boar's,False,Content
1,128,406.3837209302326,head,86,1,128,head,48252042,4,7.683515697173422,-0.027859468,0.04019271632540477,head,False,Content
1,129,424.8390804597701,sitting,87,1,129,sitting,10039381,7,7.001706936258032,-5.563871,8.026969099845918,sitting,False,Content
1,130,356.8488372093023,on,86,1,130,on,993594775,2,8.99720929902148,-0.90622723,1.3074095306395421,on,True,Function
1,131,340.74418604651163,top,86,1,131,top,26274935,3,7.419541650326303,-0.84529805,1.219507304808111,top,False,Content
1,132,349.91954022988506,of,87,1,132,of,6162371881,2,9.789747903165104,-0.011628651,0.016776597129928485,of,True,Function
1,133,350.04597701149424,a,87,1,133,a,3213754375,1,9.507012680872096,-0.24225964,0.34950678123554557,a,True,Function
1,134,343.13953488372096,well,86,1,134,well,134592416,4,8.129020588995349,-8.47519,12.227114583591733,well,True,Function
1,135,375.6627906976744,which,86,1,135,which,508000647,5,8.705864265410595,-6.560455,9.464735894475204,which,True,Function
1,136,423.2352941176471,seems,85,1,136,seems,30033228,5,7.477602013092953,-4.864632,7.01818046214976,seems,False,Content
1,137,425.9647058823529,puzzling,85,1,137,puzzling,570021,8,5.755890855700773,-13.827292,19.948565597323636,puzzling,False,Content
1,138,375.2068965517241,at,87,1,138,at,654432238,2,8.815864684979672,-2.0629237,2.9761697917223113,at,True,Function
1,139,353.5176470588235,"first,",85,1,139,first,172429084,6,8.236610521090785,-0.96024843,1.385345647982413,"first,",False,Content
1,140,343.74418604651163,but,86,1,140,but,422070748,3,8.625385254020305,-0.7376645,1.0642249159898367,but,True,Function
1,141,331.1046511627907,the,86,1,141,the,9819942513,3,9.992108945387768,-2.6492977,3.822128653628537,the,True,Function
1,142,358.85057471264366,reason,87,1,142,reason,33557823,6,7.525793779041232,-3.160715,4.55994785616336,reason,False,Content
1,143,340.8735632183908,for,87,1,143,for,1388290219,3,9.14248026391068,-0.5232083,0.754830019761945,for,True,Function
1,144,341.3103448275862,this,87,1,144,this,599554050,4,8.777828340993896,-0.85757214,1.237215073582536,this,True,Function
1,145,340.5581395348837,symbol,86,1,145,symbol,5637294,6,6.751070685032735,-4.7813873,6.89808374627947,symbol,False,Content
1,146,348.8850574712644,is,87,1,146,is,1780724214,2,9.250596664206505,-0.56371355,0.8132667430669127,is,True,Function
1,147,328.1511627906977,a,86,1,147,a,3213754375,1,9.507012680872096,-4.1393347,5.971797644269605,a,True,Function
1,148,355.4482758620689,matter,87,1,148,matter,36582008,6,7.563267540380018,-4.394846,6.340422529670698,matter,False,Content
1,149,327.264367816092,of,87,1,149,of,6162371881,2,9.789747903165104,-0.082513705,0.11904211300887488,of,True,Function
1,150,372.4117647058824,legend.,85,1,150,legend,2154194,7,6.333284811931131,-4.2030787,6.063760796956031,legend.,False,Content
1,151,392.7241379310345,There,87,1,151,There,98749156,5,7.994533392439164,-4.121443,5.945985377406532,there,True,Function
1,152,364.2873563218391,was,87,1,152,was,1140172617,3,9.056970606543045,-1.1530077,1.6634384908967899,was,True,Function
1,153,331.6551724137931,"once,",87,1,153,once,44407851,5,7.647459757154232,-4.827002139999999,6.963892049738413,"once,",False,Content
1,154,342.8965517241379,legend,87,1,154,legend,2154194,6,6.333284811931131,-5.745235,8.288622043241704,legend,False,Content
1,155,455.2873563218391,has,87,1,155,has,336617760,3,8.527137025681766,-0.42601392,0.6146081697336676,has,True,Function
1,156,376.0229885057472,"it,",87,1,156,it,908536386,3,8.958342325064617,-0.022332538399999997,0.032219042400142346,"it,",False,Content
1,157,358.2068965517241,a,87,1,157,a,3213754375,1,9.507012680872096,-0.16607046,0.23958902908014898,a,True,Function
1,158,369.04597701149424,fearsome,87,1,158,fearsome,218485,8,5.339421626016529,-5.1487756,7.428113024770097,fearsome,False,Content
1,159,369.9767441860465,"boar,",86,1,159,boar,309920,5,5.491249603375036,-4.1890828552,6.043569061070019,"boar,",False,Content
1,160,375.0232558139535,which,86,1,160,which,508000647,5,8.705864265410595,-2.0526495,2.96134725433321,which,True,Function
1,161,363.3837209302326,lived,86,1,161,lived,16317525,5,7.212654286748969,-2.9028397,4.187912439685606,lived,False,Content
1,162,324.90588235294115,in,85,1,162,in,3271087682,2,9.514692185610274,-0.39081594,0.5638282185383586,in,True,Function
1,163,302.56976744186045,a,86,1,163,a,3213754375,1,9.507012680872096,-1.7388834,2.5086784578641397,a,True,Function
1,164,363.1976744186047,wood,86,1,164,wood,8613398,4,6.9351745151611714,-2.324719,3.3538605727603503,wood,False,Content
1,165,357.7674418604651,located,86,1,165,located,11818537,7,7.072563719172026,-6.5226827,9.410241984582234,located,False,Content
1,166,424.8735632183908,just,87,1,166,just,113263289,4,8.054089168749202,-2.760507,3.98256975923927,just,True,Function
1,167,342.74117647058824,outside,85,1,167,outside,28641062,7,7.456989117413357,-0.461652,0.6660230510164717,outside,False,Content
1,168,323.74418604651163,the,86,1,168,the,9819942513,3,9.992108945387768,-0.5943035,0.857398712232954,the,True,Function
1,169,350.36046511627904,manor,86,1,169,manor,448032,5,5.651309033924725,-11.201332330000001,16.16010660384022,manor,False,Content
1,170,353.3333333333333,of,87,1,170,of,6162371881,2,9.789747903165104,-0.98228824,1.417142372571548,of,True,Function
1,171,407.0232558139535,Bradford.,86,1,171,Bradford,737565,9,5.86780029976532,-1.2839818,1.852394175451685,bradford.,False,Content
1,172,391.6162790697674,A,86,1,172,A,276130546,1,8.441114451642763,-4.6700673,6.737482934327712,a,True,Function
1,173,365.5348837209302,source,86,1,173,source,25399984,6,7.404833443048525,-9.196096,13.267162094738834,source,False,Content
1,174,345.7931034482759,of,87,1,174,of,6162371881,2,9.789747903165104,-0.03195567,0.04610228663728422,of,True,Function
1,175,333.8045977011494,great,87,1,175,great,69441756,5,7.84162069447644,-1.5659691,2.2592158547553534,great,False,Content
1,176,358.3103448275862,trouble,87,1,176,trouble,9674701,7,6.985637551876307,-3.8312676,5.527350766838561,trouble,False,Content
1,177,338.4651162790698,to,86,1,177,to,4223327232,2,9.62565473275005,-0.65035295,0.9382609757925081,to,True,Function
1,178,319.2093023255814,the,86,1,178,the,9819942513,3,9.992108945387768,-0.32718933,0.47203442382278255,the,True,Function
1,179,308.9418604651163,local,86,1,179,local,44984524,5,7.653063129388575,-1.8516974,2.671434656206987,local,False,Content
1,180,307.4470588235294,folk,85,1,180,folk,3479440,4,6.541509351854576,-3.3323004,4.807493261832309,folk,False,Content
1,181,336.04651162790697,the,86,1,181,the,9819942513,3,9.992108945387768,-5.6670027,8.175756691994367,the,True,Function
1,182,346.2352941176471,boar,85,1,182,boar,309920,4,5.491249603375036,-0.21056988999999998,0.3037881360635345,boar,False,Content
1,183,342.5529411764706,"was,",85,1,183,was,1140172617,4,9.056970606543045,-1.5742954,2.271228166474307,"was,",False,Content
1,184,374.7142857142857,bringing,84,1,184,bringing,6402128,8,6.806324352897455,-7.264096,10.479875275741357,bringing,False,Content
1,185,374.5,terror,86,1,185,terror,3031171,6,6.48161043727874,-1.5785595,2.2773799623981614,terror,False,Content
1,186,347.4235294117647,to,85,1,186,to,4223327232,2,9.62565473275005,-0.8102824,1.1689904001996074,to,True,Function
1,187,320.5,the,86,1,187,the,9819942513,3,9.992108945387768,-0.8364743,1.2067773244410671,the,True,Function
1,188,332.1511627906977,peaceful,86,1,188,peaceful,2870661,8,6.457981909138072,-5.142062,7.418427347343585,peaceful,False,Content
1,189,336.86046511627904,flocks,86,1,189,flocks,500389,6,5.6993077540753205,-8.156643836,11.767549612494733,flocks,False,Content
1,190,329.51162790697674,and,86,1,190,and,4873010095,3,9.687797311073115,-1.9792588,2.8554668553958407,and,True,Function
1,191,341.6860465116279,ravaging,86,1,191,ravaging,68248,8,4.834089928948096,-7.51641237,10.84389085147546,ravaging,False,Content
1,192,359.86046511627904,the,86,1,192,the,9819942513,3,9.992108945387768,-0.54485863,0.7860648434865546,the,True,Function
1,193,397.1162790697674,countryside,86,1,193,countryside,2140605,11,6.33053653551169,-4.218694,6.086288912828025,countryside,False,Content
1,194,414.54761904761904,around.,84,1,194,around,66671286,7,7.823938832166472,-5.7664374,8.319210640576648,around.,False,Content
1,195,429.8048780487805,Even,82,1,195,Even,24724315,4,7.393124268081507,-5.732953,8.270902862749505,even,True,Function
1,196,385.1309523809524,"worse,",84,1,196,worse,7891988,6,6.897186416223115,-3.83821235,5.537369923223775,"worse,",False,Content
1,197,364.8255813953488,"however,",86,1,197,however,63540861,8,7.803053095367042,-4.81501779,6.9466022874251365,"however,",False,Content
1,198,360.6511627906977,the,86,1,198,the,9819942513,3,9.992108945387768,-1.7774042,2.5642522249952155,the,True,Function
1,199,324.4186046511628,boar,86,1,199,boar,309920,4,5.491249603375036,-0.2369760506,0.34188417301007207,boar,False,Content
1,200,337.5058823529412,most,85,1,200,most,165240742,4,8.21811713647268,-10.685858,15.416434344243656,most,True,Function
1,201,356.4767441860465,liked,86,1,201,liked,6186837,5,6.791468674136524,-4.729012,6.822522160704398,liked,False,Content
1,202,343.0232558139535,to,86,1,202,to,4223327232,2,9.62565473275005,-0.16602598,0.23952485800473022,to,True,Function
1,203,331.9651162790698,go,86,1,203,go,74237337,2,7.870622384722818,-4.2014904,6.061469364422587,go,False,Content
1,204,309.56470588235294,to,85,1,204,to,4223327232,2,9.62565473275005,-2.4037766,3.4679165802249337,to,True,Function
1,205,318.4186046511628,the,86,1,205,the,9819942513,3,9.992108945387768,-0.59461844,0.8578530746091316,the,True,Function
1,206,323.8953488372093,well,86,1,206,well,134592416,4,8.129020588995349,-3.3115041,4.77749054295347,well,True,Function
1,207,349.56976744186045,that,86,1,207,that,1746480437,4,9.24216372530116,-2.6338038,3.7997756809345073,that,True,Function
1,208,338.2906976744186,was,86,1,208,was,1140172617,3,9.056970606543045,-0.79103804,1.1412266574625256,was,True,Function
1,209,324.5232558139535,in,86,1,209,in,3271087682,2,9.514692185610274,-2.4871159,3.5881497750460913,in,True,Function
1,210,300.6511627906977,the,86,1,210,the,9819942513,3,9.992108945387768,-0.18230547,0.2630111974959317,the,True,Function
1,211,311.7906976744186,wood,86,1,211,wood,8613398,4,6.9351745151611714,-3.9256697,5.663544208358065,wood,False,Content
1,212,356.7093023255814,and,86,1,212,and,4873010095,3,9.687797311073115,-1.42628,2.0576870829191107,and,True,Function
1,213,338.35714285714283,drink,84,1,213,drink,7737324,5,6.888590783294973,-1.0959905,1.5811800592114156,drink,False,Content
1,214,352.45882352941175,its,85,1,214,its,259806050,3,8.414649260097374,-2.1421692,3.090496881585078,its,True,Function
1,215,326.78823529411767,fresh,85,1,215,fresh,9401087,5,6.973178071770845,-5.2001224,7.502190798495614,fresh,False,Content
1,216,324.3764705882353,"water,",85,1,216,water,64469088,6,7.809351526588196,-1.7247265999999999,2.4882545127092826,"water,",False,Content
1,217,366.78823529411767,so,85,1,217,so,252284174,2,8.401890007711213,-3.0483005,4.397768014489348,so,True,Function
1,218,339.8139534883721,that,86,1,218,that,1746480437,4,9.24216372530116,-1.0400732,1.500508447801515,that,True,Function
1,219,313.45882352941175,the,85,1,219,the,9819942513,3,9.992108945387768,-1.4803562,2.1357025484892302,the,True,Function
1,220,301.56626506024094,people,83,1,220,people,149869947,6,8.175714553724845,-2.5517576,3.6814080350707235,people,False,Content
1,221,331.0,of,84,1,221,of,6162371881,2,9.789747903165104,-0.6921208,0.9985192458561021,of,True,Function
1,222,313.91764705882355,Bradford,85,1,222,Bradford,737565,8,5.86780029976532,-0.34569958,0.4987390697033975,bradford,False,Content
1,223,318.9294117647059,had,85,1,223,had,537932901,3,8.730728107371226,-1.5726016,2.268784529614049,had,True,Function
1,224,353.8720930232558,second,86,1,224,second,56709426,6,7.753655251477602,-11.383506,16.42292765412976,second,False,Content
1,225,350.16470588235296,thoughts,85,1,225,thoughts,10545702,8,7.023075494893781,-0.3646113,0.5260229143620782,thoughts,False,Content
1,226,335.3837209302326,about,86,1,226,about,265782619,5,8.424526576609713,-0.16597186,0.23944677934911732,about,True,Function
1,227,337.67816091954023,visiting,87,1,227,visiting,3299094,8,6.518394689931433,-4.2447357,6.123859144274342,visiting,False,Content
1,228,319.4418604651163,the,86,1,228,the,9819942513,3,9.992108945387768,-0.50112,0.7229633388902774,the,True,Function
1,229,335.3139534883721,well.,86,1,229,well,134592416,5,8.129020588995349,-2.4872132999999996,3.588290293543073,well.,False,Content
1,230,445.2093023255814,That,86,1,230,That,61071875,4,7.7858412537055965,-4.6801844,6.7520788243258885,that,True,Function
